names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,poster_url
Blade Runner 2049,10/05/2017 ,75.0,"Science Fiction, Drama","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.","Ryan Gosling, 'K', Harrison Ford, Rick Deckard, Ana de Armas, Joi, Sylvia Hoeks, Luv, Robin Wright, Lieutenant Joshi, Jared Leto, Niander Wallace, Mackenzie Davis, Mariette, Carla Juri, Dr. Ana Stelline, Lennie James, Mister Cotton",Blade Runner 2049, Released,English,185000000.0,258829058.0,AU,2017,https://image.tmdb.org/t/p/w500/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg
Sharper,02/10/2023 ,71.0,"Thriller, Crime, Drama","A small, wealthy family in New York City gets progressively torn apart by secrets, lies, and the theft that orchestrates all of it.","Julianne Moore, Madeline Phillips, Sebastian Stan, Max, Justice Smith, Tom, Briana Middleton, Sandra, John Lithgow, Richard Hobbes, Darren Goldstein, Pat Braddock, Phillip Johnson Richardson, Det. Collins, Kerry Flanagan, Larusso, David Pittu, David (Lawyer)",Sharper, Released,English,169000000.0,635254226.0,US,2023,https://image.tmdb.org/t/p/w500/tq8x5F17q95T1j0up5rpzXFAylN.jpg
Fantastic Beasts and Where to Find Them,11/17/2016 ,73.0,"Adventure, Fantasy, Family","In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.","Eddie Redmayne, Newt Scamander, Katherine Waterston, Porpentina 'Tina' Goldstein, Dan Fogler, Jacob Kowalski, Alison Sudol, Queenie Goldstein, Colin Farrell, Percival Graves, Jon Voight, Henry Shaw Sr., Ron Perlman, Gnarlak, Johnny Depp, Gellert Grindelwald, Zoë Kravitz, Leta Lestrange",Fantastic Beasts and Where to Find Them, Released,English,180000000.0,811724385.0,AU,2016,https://image.tmdb.org/t/p/w500/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg
Wrong Turn,07/31/2003 ,63.0,"Horror, Thriller","Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.","Eliza Dushku, Jessie Burlingame, Emmanuelle Chriqui, Carly, Lindy Booth, Francine, Desmond Harrington, Chris Flynn, James Downing, Trucker, Julian Richings, Three Finger, Jeremy Sisto, Scott, Wayne Robson, Old Man, David Huband, Trooper",Wrong Turn, Released,English,10000000.0,28649556.0,AU,2003,https://image.tmdb.org/t/p/w500/7lyxwOg7SdGff79yKCQmJ3AKWSf.jpg
Shut In,02/10/2022 ,70.0,"Thriller, Horror, Drama",A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,"Rainey Qualley, Jessica, Vincent Gallo, Sammy, Jake Horowitz, Rob, Luciana VanDette, Lainey",Shut In, Released,English,10000000.0,11360665.0,US,2022,https://image.tmdb.org/t/p/w500/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg
Missing,02/23/2023 ,77.0,"Drama, Mystery, Thriller","When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.","Storm Reid, June Allen, Joaquim de Almeida, Javier, Ken Leung, Kevin Lin, Amy Landecker, Heather Damore, Daniel Henney, Agent Elijah Park, Nia Long, Grace Allen, Megan Suri, Veena, Tim Griffin, James Allen, Rick Chambers, Morning Host",Missing, Released,English,1000000.0,45013424.0,AU,2023,https://image.tmdb.org/t/p/w500/wEOUYSU5Uf8J7152PT6jdb5233Y.jpg
Panama,05/18/2022 ,53.0,"Thriller, Action","An ex-marine is hired by a defense contractor to travel to Panama to complete an arms deal. In the process he becomes involved with the U.S. invasion of Panama, and learns an important lesson about the true nature of political power.","Cole Hauser, James Becker, Mel Gibson, Stark, Kate Katzman, Tatyana, Charlie Weber, Hank Burns, Jackie Cruz, Cynthia Benitez, Victor Turpin, Brooklyn Rivera, Simon Phillips, Dr. Reyes, Kiara Liz, Camila, Priscilla Huggins, Isabella",Panama, Released,English,116600000.0,487300517.4,AU,2022,https://image.tmdb.org/t/p/w500/lnCO4dJqNkHi1QYJifYI92igpYa.jpg
Heaven Is for Real,04/16/2014 ,67.0,Drama,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side.","Greg Kinnear, Todd Burpo, Kelly Reilly, Sonja Burpo, Connor Corum, Colton, Thomas Haden Church, Jay Wilkins, Jacob Vargas, Michael, Lane Styles, Cassie, Darren Felbel, Mr. Parker, Ali Tataryn, Arch Angel #2, Jon Ted Wynne, Mr. Jackson",Heaven Is for Real, Released,English,12000000.0,101332962.0,US,2014,https://image.tmdb.org/t/p/w500/w4k7KCwLPDixM13J2JYcqt9kHZ7.jpg
Bruce Almighty,06/19/2003 ,67.0,"Fantasy, Comedy","Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.","Jim Carrey, Bruce Nolan, Morgan Freeman, God, Jennifer Aniston, Grace Connelly, Philip Baker Hall, Jack Baylor, Catherine Bell, Susan Ortega, Lisa Ann Walter, Debbie, Steve Carell, Evan Baxter, Nora Dunn, Ally Loman, Eddie Jemison, Bobby",Bruce Almighty, Released,English,81000000.0,484468608.0,AU,2003,https://image.tmdb.org/t/p/w500/f0QqG14SZYYZcV4VWykVc5w13dz.jpg
Secret of the Wings,09/20/2012 ,72.0,"Animation, Family, Fantasy, Adventure",Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,"Mae Whitman, Tinker Bell (voice), Lucy Hale, Periwinkle (voice), Timothy Dalton, Lord Milori (voice), Jeff Bennett, ""The Keeper"" Dewey / Clank (voice), Lucy Liu, Silvermist (voice), Raven-Symoné, Iridessa (voice), Megan Hilty, Rosetta (voice), Pamela Adlon, Vidia (voice), Angela Bartys, Fawn (voice)",Secret of the Wings, Released,English,141800000.0,648303155.4,AU,2012,https://image.tmdb.org/t/p/w500/iOp2tq3KkrSpVZ5DE2RFvV2OPv9.jpg
Wrong Turn 5: Bloodlines,10/23/2012 ,54.0,"Horror, Thriller","A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.","Borisa Tyutyundzhieva, Linda, Doug Bradley, Maynard, Roxanne McKee, Lita, Camilla Arfwedson, Sheriff Angela, Paul Luebke, Gus, Rosie Holden, Ginny, Simon Ginty, Billy, Amy Lennox, Cruz, Peter Brooke, Jason",Wrong Turn 5: Bloodlines, Released,English,3000000.0,3380105.2,US,2012,https://image.tmdb.org/t/p/w500/nALE9wbgwIYKuwdhANoLbxasw7z.jpg
Penguins of Madagascar,12/05/2014 ,65.0,"Family, Animation, Adventure, Comedy","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","Tom McGrath, Skipper (voice), Chris Miller, Kowalski (voice), Christopher Knights, Private (voice), Conrad Vernon, Rico (voice), John Malkovich, Dave (voice), Benedict Cumberbatch, Classified (voice), Ken Jeong, Short Fuse (voice), Annet Mahendru, Eva (voice), Peter Stormare, Corporal (voice)",Penguins of Madagascar, Released,English,132000000.0,366942531.0,AU,2014,https://image.tmdb.org/t/p/w500/gbrNsZ1dOK789NwWPyC0SuEABgr.jpg
Cat Pack: A PAW Patrol Exclusive Event,06/24/2022 ,74.0,"Animation, Family","When Mayor Humdinger transforms his robot cat Meow-Meow into a tiger-sized metal-eating menace, the PAW Patrol calls in the Cat Pack for help in the stopping the creature.",,Cat Pack: A PAW Patrol Exclusive Event, Released,English,92800000.0,609222681.4,US,2022,https://image.tmdb.org/t/p/w500/ltf3Le4gg68YuH3Q2P25Tq5DuCx.jpg
Saving Private Ryan,11/19/1998 ,82.0,"Drama, History, War","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","Tom Hanks, Captain John H. Miller, Tom Sizemore, Technical Sergeant Michael Horvath, Edward Burns, Private Richard Reiben, Matt Damon, Private James Francis Ryan, Barry Pepper, Private Daniel Jackson, Adam Goldberg, Private Stanley Mellish, Vin Diesel, Private Adrian Caparzo, Giovanni Ribisi, T-Medic Irwin Wade, Ted Danson, Captain Fred Hamill",Saving Private Ryan, Released,English,65000000.0,485035085.0,AU,1998,https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
Rio 2,04/10/2014 ,65.0,"Adventure, Animation, Comedy, Family","It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.","Jesse Eisenberg, Blu (voice), Anne Hathaway, Jewel (voice), Will.i.am, Pedro (voice), Jamie Foxx, Nico (voice), Leslie Mann, Linda (voice), George Lopez, Rafael (voice), Andy García, Eduardo (voice), Bruno Mars, Roberto (voice), Bernardo de Paula, Carnival Barker / Blue Sentry (voice)",Rio 2, Released,English,130000000.0,492846291.0,AU,2014,https://image.tmdb.org/t/p/w500/gVNTBrjxh2YRmQFjlaqrNbHVvrd.jpg
Puss in Boots: The Three Diablos,02/24/2012 ,66.0,"Adventure, Animation, Comedy, Family","Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.","Antonio Banderas, Puss in Boots (voice), Gilles Marini, Captain Of The Guard / Paolo The Squire (voice), Charlotte Newhouse, Princess Alessandra Bellagamba (voice), Chris Miller, Food Prisoner (voice), Walt Dohrn, Water Prisoner (voice), Bret Marnell, Toilet Paper Prisoner (voice), Miles Bakshi, Gonzalo / Sir Timoteo (voice), Nina Zoe Bakshi, Perla (voice), Guillaume Aretos, Le Chuchoteur / The Whisperer (voice)",Puss in Boots: The Three Diablos, Released,English,160800000.0,511957294.2,US,2012,https://image.tmdb.org/t/p/w500/ptvbHUWpU8Nh6vrmSvjx4ESDgfC.jpg
Star Wars: The Force Awakens,12/17/2015 ,73.0,"Adventure, Action, Science Fiction, Fantasy","Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.","Harrison Ford, Han Solo, Mark Hamill, Luke Skywalker, Carrie Fisher, General Leia Organa, Adam Driver, Kylo Ren / Ben Solo, Daisy Ridley, Rey, John Boyega, Finn, Oscar Isaac, Poe Dameron, Lupita Nyong'o, Maz Kanata, Andy Serkis, Supreme Leader Snoke",Star Wars: The Force Awakens, Released,English,245000000.0,2068223624.0,AU,2015,https://image.tmdb.org/t/p/w500/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg
American Wedding,08/07/2003 ,62.0,"Comedy, Romance","With high school a distant memory, Jim and Michelle are getting married — and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle — prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.","Jason Biggs, Jim Levenstein, Alyson Hannigan, Michelle Flaherty, Seann William Scott, Steve Stifler, Eddie Kaye Thomas, Paul Finch, Thomas Ian Nicholas, Kevin Myers, January Jones, Cadence Flaherty, Eugene Levy, Jim's Father, Molly Cheek, Jim's Mother, Deborah Rush, Mary Flaherty",American Wedding, Released,English,55000000.0,232354205.0,AU,2003,https://image.tmdb.org/t/p/w500/pCO3lJv2PzPkJty29APxCVSjyoE.jpg
Till,03/09/2023 ,75.0,"Drama, History","The true story of Mamie Till Mobley’s relentless pursuit of justice for her 14 year old son, Emmett Till, who, in 1955, was lynched while visiting his cousins in Mississippi.","Danielle Deadwyler, Mamie Till-Mobley, Jalyn Hall, Emmett Till, Frankie Faison, John Carthan, Haley Bennett, Carolyn Bryant, John Douglas Thompson, Moses Wright, Whoopi Goldberg, Alma, Jayme Lawson, Myrlie Evers, Tosin Cole, Medgar Evers, Kevin Carroll, Rayfield Mooty",Till, Released,English,5721523.8,8900000.0,AU,2023,https://image.tmdb.org/t/p/w500/cmDs0CYlgioyP2AQQTTmavt3uoO.jpg
Tom and Jerry Cowboy Up!,01/25/2022 ,69.0,"Animation, Comedy, Family, Western","This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!","George Ackles, The Marshal (voice), Sean Burgos, Bumpy (voice), Trevor Devall, Duke (voice), Chris Edgerly, August Critchley (voice), Georgie Kidder, Scruffy (voice), Justin Michael, Bentley (voice), Kaitlyn Robrock, Betty (voice), Isaac Robinson-Smith, Zeb (voice), Kath Soucie, Tuffy (voice)",Tom and Jerry Cowboy Up!, Released,English,129000000.0,654224161.4,US,2022,https://image.tmdb.org/t/p/w500/muIaHotSaSUQr0KZCIJOYQEe7y2.jpg
Fireheart,01/16/2022 ,74.0,"Animation, Family",The film explores the world of firefighters in 1920s New York City and tells the story of a 16-year-old girl who will have to become a hero in order to save her city.,"Olivia Cooke, Georgia Holden (voice), Kenneth Branagh, Shawn Nolan (voice), William Shatner, Mayor of New York (voice), Laurie Holden, Pauline (voice), Kevin Dennis, Reporter (voice), Dawn Ford, (voice), Ryan W. Garcia, Ricardo (voice), Mara Junot, Laura Devine (voice), Wilex Ly, (voice)",Fireheart, Released,English,92800000.0,609222681.4,FR,2022,https://image.tmdb.org/t/p/w500/vYAUgsoel6slydF6y4NCPLW96ah.jpg
American Pie Presents: The Book of Love,12/04/2009 ,53.0,Comedy,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.","Bug Hall, Rob, Eugene Levy, Mr. Levenstein, Kevin M. Horton, Nathan, Brandon Hardesty, Lube, Beth Behrs, Heidi, Rosanna Arquette, Rob's Mom, John Patrick Jordan, Scott Stifler, Melanie Papalia, Dana, Edwin Perez, Gibbs",American Pie Presents: The Book of Love, Released,English,7000000.0,5021219.0,US,2009,https://image.tmdb.org/t/p/w500/hwP0GEP0zy8ar965Xaht19SmMd3.jpg
V/H/S/99,10/20/2022 ,63.0,"Horror, Thriller",A teenager’s home video leads to a series of horrifying revelations.,"Jesse LaTourette, Rachel (segment ""Shredding""), Keanush Tafreshi, Ankur (segment ""Shredding""), Dashiell Derrickson, Chris Carbonara (segment ""Shredding""), Jackson Kelly, Kaleb (segment ""Shredding""), Tybee Diskin, RC (segment ""Shredding""), Verona Blue, Deirdre (segment ""Shredding""), Aminah Nieves, Charissa (segment ""Shredding""), Kelley Missal, Jessie (segment ""Shredding""), Melissa Macedo, Jessie Deux (segment ""Shredding"")",V/H/S/99, Released,English,81800000.0,408307377.8,AU,2022,https://image.tmdb.org/t/p/w500/1bOMmFtnykBmvhFcx8zdXO6bCAa.jpg
Trolls Holiday in Harmony,11/27/2021 ,72.0,"Animation, Fantasy, Family","Queen Poppy plans the first annual Trolls Kingdom Secret Holiday Gift Swap, but things don't go quite as expected.","Anna Kendrick, Poppy (voice), Justin Timberlake, Branch (voice), Kenan Thompson, Tiny Diamond (voice), Travis Scott, Rhyme-a-saurus (voice), Carol Burnett, Windbreeze (voice), Rachel Bloom, Barb (voice), Ron Funches, Cooper (voice), Kunal Nayyar, Guy Diamond (voice), Anderson .Paak, Prince D (voice)",Trolls Holiday in Harmony, Released,English,70400000.0,1081437561.6,AU,2021,https://image.tmdb.org/t/p/w500/xl0jqhLC8BwtZT6pXGgKwSygQ4u.jpg
Abraham Lincoln: Vampire Hunter,08/01/2012 ,57.0,"Action, Fantasy, Horror","President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.","Benjamin Walker, Abraham Lincoln, Dominic Cooper, Henry Sturgess, Anthony Mackie, Will Johnson, Mary Elizabeth Winstead, Mary Todd Lincoln, Rufus Sewell, Adam, John Rothman, Jefferson Davis, Marton Csokas, Jack Barts, Alex Lombard, Gabrielle, Jimmi Simpson, Joshua Speed",Abraham Lincoln: Vampire Hunter, Released,English,67500000.0,137489730.0,AU,2012,https://image.tmdb.org/t/p/w500/qv8deK0ZmutAuEpejruQKApIy6r.jpg
Trolls,12/08/2016 ,67.0,"Family, Animation, Fantasy, Adventure, Comedy, Music","From the creators of Shrek comes the most smart, funny, irreverent animated comedy of the year, DreamWorks' Trolls. This holiday season, enter a colorful, wondrous world populated by hilariously unforgettable characters and discover the story of the overly optimistic Trolls, with a constant song on their lips, and the comically pessimistic Bergens, who are only happy when they have trolls in their stomach. Featuring original music from Justin Timberlake, and soon-to-be classic mash-ups of songs from other popular artists, the film stars the voice talents of Anna Kendrick, Justin Timberlake, Russell Brand, James Corden, Kunal Nayyar, Ron Funches, Icona Pop, Gwen Stefani, and many more. DreamWorks' TROLLS is a fresh, broad comedy filled with music, heart and hair-raising adventures. In November of 2016, nothing can prepare you for our new Troll world.","Anna Kendrick, Poppy (voice), Justin Timberlake, Branch (voice), Zooey Deschanel, Bridget (voice), Russell Brand, Creek (voice), James Corden, Biggie (voice), Gwen Stefani, DJ Suki (voice), Iris Dohrn, Baby Poppy (voice), Liam Henry, Young Branch (voice), Aino Jawo, Satin (voice)",Trolls, Released,English,125000000.0,343242613.0,AU,2016,https://image.tmdb.org/t/p/w500/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg
Ghostland,03/14/2018 ,73.0,"Horror, Mystery, Thriller","A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .","Crystal Reed, Beth, Mylène Farmer, Pauline, Anastasia Phillips, Vera, Emilia Jones, Young Beth, Taylor Hickson, Young Vera, Rob Archer, Fat Man, Adam Hurtig, Beth's Husband, Alicia Johnston, Cooper, Erik Athavale, Ambulance paramedic",Ghostland, Released,English,95800000.0,750306106.4,FR,2018,https://image.tmdb.org/t/p/w500/ma9gY6OikBev8MsMaeA6h2EIdGo.jpg
Crank: High Voltage,08/04/2009 ,60.0,"Action, Thriller, Crime",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,"Jason Statham, Chev Chelios, Amy Smart, Eve, David Carradine, Poon Dong, Dwight Yoakam, Doc Miles, Bai Ling, Ria, Clifton Collins Jr., El Huron, Jose Pablo Cantillo, Ricky Verona, Efren Ramirez, Venus, Julanne Chidi Hill, Dark Chocolate",Crank: High Voltage, Released,English,20000000.0,34560577.0,AU,2009,https://image.tmdb.org/t/p/w500/tzTC4EEvF0OPL63frEiogxL2T8M.jpg
A Haunted House 2,04/18/2014 ,61.0,"Comedy, Horror","After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.","Marlon Wayans, Malcolm, Jaime Pressly, Megan, Essence Atkins, Kisha, Gabriel Iglesias, Miguel, Missi Pyle, Noreen, Ashley Rickards, Becky, Affion Crockett, Ray- Ray, Steele Stebbins, Wyatt, Rick Overton, Professor Wilde",A Haunted House 2, Released,English,4000000.0,21206861.0,US,2014,https://image.tmdb.org/t/p/w500/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg
Split,01/25/2017 ,73.0,"Horror, Thriller","Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.","James McAvoy, Kevin Wendell Crumb, Anya Taylor-Joy, Casey Cooke, Betty Buckley, Karen Fletcher, Haley Lu Richardson, Claire Benoit, Jessica Sula, Marcia, Brad William Henke, Uncle John, Sebastian Arcelus, Casey's Father, Neal Huff, Mr. Benoit, Kim Director, Hannah",Split, Released,English,9000000.0,278754594.0,AU,2017,https://image.tmdb.org/t/p/w500/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg
Gold,01/13/2022 ,63.0,"Action, Adventure, Thriller","In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.","Zac Efron, Virgil, Anthony Hayes, Keith, Susie Porter, The Stranger, Andreas Sobik, Outpost attendant, Akuol Ngot, Mother on train, Thiik Biar, Baby on train",Gold, Released,English,6500000.0,176048.0,AU,2022,https://image.tmdb.org/t/p/w500/ukMXAdr325Tn1mLGkxdG8Lab16l.jpg
Predators,07/08/2010 ,62.0,"Science Fiction, Action, Thriller",A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,"Adrien Brody, Royce, Topher Grace, Edwin, Alice Braga, Isabelle, Oleg Taktarov, Nikolai, Laurence Fishburne, Noland, Walton Goggins, Stans, Danny Trejo, Cuchillo, Louis Ozawa, Hanzo, Mahershala Ali, Mombasa",Predators, Released,English,40000000.0,127234389.0,AU,2010,https://image.tmdb.org/t/p/w500/wdniP8NDaJIydi1hMxhpbJMUfr6.jpg
So Cold the River,03/25/2022 ,56.0,"Horror, Thriller",A documentary filmmaker's research on a town's mysterious benefactor unearths an unexplained evil while staying at a local resort.,"Bethany Joy Lenz, Erica Shaw, Alysia Reiner, Alyssa Bradford-Cohen, Katie Sarife, Kellyn Cage, Andrew J. West, Josiah Bradford, Deanna Dunagan, Anne McKinney, Aaron Roman Weiner, Rory Granger, Kevin Cahoon, Dylan, Lucas Bentley, Sheriff, Lea Hutton Beasmore, Casino Patron",So Cold the River, Released,English,130200000.0,390377803.8,US,2022,https://image.tmdb.org/t/p/w500/RTI9ZWTcE7YfoUDVBXdpueNFvD.jpg
Pulp Fiction,11/24/1994 ,85.0,"Thriller, Crime","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","John Travolta, Vincent Vega, Samuel L. Jackson, Jules Winnfield, Uma Thurman, Mia Wallace, Bruce Willis, Butch Coolidge, Ving Rhames, Marsellus Wallace, Harvey Keitel, Winston ""The Wolf"" Wolfe, Eric Stoltz, Lance, Tim Roth, Ringo (""Pumpkin""), Amanda Plummer, Yolanda (""Honey Bunny"")",Pulp Fiction, Released,English,8000000.0,212891760.0,AU,1994,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg
American Sicario,12/10/2021 ,60.0,"Crime, Action","The story of the rise and fall of the first American-born drug lord in Mexico, this tale of power, money, greed and betrayal amongst rival members of the drug cartels finds American gangster Erik Vasquez scheming to become the top dog in the Mexican underworld, only to find himself making enemies out of both the powerful cartels and his own allies.","Philippe A. Haddad, Erik Vasquez, Danny Trejo, Pedro, Maurice Compte, Roberto, Maya Stojan, Monica Wells, Jaylen Moore, Dominic, Johnny Rey Diaz, Juan Feliz, Dionysio Basco, Willy, David A. Lockhart, Gabriel, Robert Arevalo, Matteo",American Sicario, Released,English,102600000.0,208453066.2,US,2021,https://image.tmdb.org/t/p/w500/nQRPSUmHGLrFRPK6v3BI1frAM1O.jpg
House Party,02/01/2023 ,64.0,Comedy,"Aspiring club promoters and best buds Damon and Kevin are barely keeping things together. Out of money, down on their luck and about to lose the roofs over their heads—and freshly fired from their low-lift jobs as house cleaners—the pair needs a huge windfall to make their problems go away. In a ‘what the hell?’ move, they decide to host the party of the year at an exclusive mansion, the site of their last cleaning job, which just happens to belong to none other than LeBron James. No permission? No problem. What could go wrong?","Jacob Latimore, Kevin, Tosin Cole, Damon, Karen Obilom, Venus, D.C. Young Fly, Vic, Shakira Ja'nai Paye, Mika, Melvin Gregg, Larry, Allen Maldonado, Kyle, Rotimi, Guile, Kid Cudi, Self",House Party, Released,English,90544000.0,519948264.6,AU,2023,https://image.tmdb.org/t/p/w500/HesN5Mrqlq6oYTsmfFggIVEMwE.jpg
American Reunion,04/04/2012 ,63.0,Comedy,"The characters we met a little more than a decade ago return to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.","Jason Biggs, Jim Levenstein, Alyson Hannigan, Michelle Flaherty-Levenstein, Seann William Scott, Steve Stifler, Chris Klein, Chris 'Oz' Ostreicher, Thomas Ian Nicholas, Kevin Myers, Tara Reid, Victoria 'Vicky' Lathum, Mena Suvari, Heather, Eddie Kaye Thomas, Paul Finch, John Cho, MILF Guy #2",American Reunion, Released,English,50000000.0,236799211.0,AU,2012,https://image.tmdb.org/t/p/w500/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg
Jesus Christ Superstar,08/15/1973 ,71.0,"Music, Drama","Recounts the last days of Jesus Christ from the perspective of Judas Iscariot, his betrayer. As Jesus' following increases, Judas begins to worry that Jesus is falling for his own hype, forgetting the principles of his teachings and growing too close to the prostitute Mary Magdalene. After Jesus has an outburst in a temple, Judas turns on him.","Ted Neeley, Jesus Christ, Carl Anderson, Judas Iscariot, Yvonne Elliman, Mary Magdalene, Barry Dennen, Pontius Pilate, Bob Bingham, Caiaphas, Larry Marshall, Simon Zealotes, Josh Mostel, King Herod, Kurt Yaghjian, Annas, Paul Thomas, Peter",Jesus Christ Superstar, Released,English,25874800.0,13200000.0,US,1973,https://image.tmdb.org/t/p/w500/p5LGgKCVGGVZKTkwKzpBDIesydj.jpg
Chappie,03/11/2015 ,68.0,"Crime, Action, Science Fiction","Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.","Sharlto Copley, Chappie, Dev Patel, Deon Wilson, Hugh Jackman, Vincent Moore, Ninja, Ninja, Yo-Landi Visser, Yo-Landi, Sigourney Weaver, Michelle Bradley, Chris Shields, Journalist, Anderson Cooper, Anderson Cooper, Jose Pablo Cantillo, Yankie (Amerika)",Chappie, Released,English,49000000.0,105002056.0,AU,2015,https://image.tmdb.org/t/p/w500/uuDUpzlMFomdSfNWlpEPS9nVZWV.jpg
